# perft_suite_960_xfen.txt - the same 960 start positions written in X-FEN.
#
# X-FEN writes Chess960 castling as plain KQkq, where K means the OUTERMOST rook on the
# king's side rather than the rook on h1. THIS IS WHAT LICHESS SENDS: a live 960 game gives
# [FEN "rbnqbnkr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBNKR w KQkq - 0 1"], king on g1.
#
# Before fen2board() learned to infer the rook files from the board, 124 of these 3840 runs
# failed while the identical positions in Shredder notation all passed -- so a FEN from a
# real lichess 960 game could not be read at all. Same expected counts as
# perft_suite_960.txt, because they are the same positions.
bbqnnrkr/pppppppp/8/8/8/8/PPPPPPPP/BBQNNRKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201143
nbrqkrbn/pppppppp/8/8/8/8/PPPPPPPP/NBRQKRBN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6632 ;D4 134845
nrqbkrbn/pppppppp/8/8/8/8/PPPPPPPP/NRQBKRBN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6656 ;D4 136027
nrqkrbbn/pppppppp/8/8/8/8/PPPPPPPP/NRQKRBBN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6654 ;D4 135922
nrqkrnbb/pppppppp/8/8/8/8/PPPPPPPP/NRQKRNBB w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7746 ;D4 165356
bbnrkqrn/pppppppp/8/8/8/8/PPPPPPPP/BBNRKQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166992
bnrbkqrn/pppppppp/8/8/8/8/PPPPPPPP/BNRBKQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7697 ;D4 163311
bnrkqbrn/pppppppp/8/8/8/8/PPPPPPPP/BNRKQBRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8862 ;D4 195489
bnrkqrnb/pppppppp/8/8/8/8/PPPPPPPP/BNRKQRNB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10099 ;D4 230106
nbbrkqrn/pppppppp/8/8/8/8/PPPPPPPP/NBBRKQRN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6654 ;D4 135922
nrbbkqrn/pppppppp/8/8/8/8/PPPPPPPP/NRBBKQRN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6680 ;D4 136995
nrbkqbrn/pppppppp/8/8/8/8/PPPPPPPP/NRBKQBRN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6680 ;D4 136992
nrbkqrnb/pppppppp/8/8/8/8/PPPPPPPP/NRBKQRNB w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7697 ;D4 163313
nbrkbqrn/pppppppp/8/8/8/8/PPPPPPPP/NBRKBQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7710 ;D4 163901
nrkbbqrn/pppppppp/8/8/8/8/PPPPPPPP/NRKBBQRN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6682 ;D4 137243
nrkqbbrn/pppppppp/8/8/8/8/PPPPPPPP/NRKQBBRN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6682 ;D4 137243
nrkqbrnb/pppppppp/8/8/8/8/PPPPPPPP/NRKQBRNB w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7695 ;D4 162825
nbrkqrbn/pppppppp/8/8/8/8/PPPPPPPP/NBRKQRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7685 ;D4 162639
nrkbqrbn/pppppppp/8/8/8/8/PPPPPPPP/NRKBQRBN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6658 ;D4 136313
nrkqrbbn/pppppppp/8/8/8/8/PPPPPPPP/NRKQRBBN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6656 ;D4 136014
nrkqrnbb/pppppppp/8/8/8/8/PPPPPPPP/NRKQRNBB w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7744 ;D4 164741
bbnrkrqn/pppppppp/8/8/8/8/PPPPPPPP/BBNRKRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7778 ;D4 166764
bnrbkrqn/pppppppp/8/8/8/8/PPPPPPPP/BNRBKRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7693 ;D4 163115
bnrkrbqn/pppppppp/8/8/8/8/PPPPPPPP/BNRKRBQN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8856 ;D4 195209
bnrkrqnb/pppppppp/8/8/8/8/PPPPPPPP/BNRKRQNB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10097 ;D4 230242
nbbrkrqn/pppppppp/8/8/8/8/PPPPPPPP/NBBRKRQN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6648 ;D4 135718
nrbbkrqn/pppppppp/8/8/8/8/PPPPPPPP/NRBBKRQN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6674 ;D4 136775
nrbkrbqn/pppppppp/8/8/8/8/PPPPPPPP/NRBKRBQN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6672 ;D4 136666
nrbkrqnb/pppppppp/8/8/8/8/PPPPPPPP/NRBKRQNB w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7695 ;D4 163422
nbrkbrqn/pppppppp/8/8/8/8/PPPPPPPP/NBRKBRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7704 ;D4 163438
nrkbbrqn/pppppppp/8/8/8/8/PPPPPPPP/NRKBBRQN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6676 ;D4 137005
nrkrbbqn/pppppppp/8/8/8/8/PPPPPPPP/NRKRBBQN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6674 ;D4 136846
nrkrbqnb/pppppppp/8/8/8/8/PPPPPPPP/NRKRBQNB w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7693 ;D4 162635
nbrkrqbn/pppppppp/8/8/8/8/PPPPPPPP/NBRKRQBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7683 ;D4 162764
nrkbrqbn/pppppppp/8/8/8/8/PPPPPPPP/NRKBRQBN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6656 ;D4 136014
nrkrqbbn/pppppppp/8/8/8/8/PPPPPPPP/NRKRQBBN w KQkq - 0 1 ;D1 18 ;D2 324 ;D3 6656 ;D4 136150
nrkrqnbb/pppppppp/8/8/8/8/PPPPPPPP/NRKRQNBB w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7744 ;D4 164867
bbnrkrnq/pppppppp/8/8/8/8/PPPPPPPP/BBNRKRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8994 ;D4 201176
bnrbkrnq/pppppppp/8/8/8/8/PPPPPPPP/BNRBKRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8898 ;D4 196876
bnrkrbnq/pppppppp/8/8/8/8/PPPPPPPP/BNRKRBNQ w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10097 ;D4 230182
bnrkrnqb/pppppppp/8/8/8/8/PPPPPPPP/BNRKRNQB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10200 ;D4 234788
nbbrkrnq/pppppppp/8/8/8/8/PPPPPPPP/NBBRKRNQ w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165458
nrbbkrnq/pppppppp/8/8/8/8/PPPPPPPP/NRBBKRNQ w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7773 ;D4 166567
nrbkrbnq/pppppppp/8/8/8/8/PPPPPPPP/NRBKRBNQ w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7695 ;D4 163365
nrbkrnqb/pppppppp/8/8/8/8/PPPPPPPP/NRBKRNQB w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166999
nbrkbrnq/pppppppp/8/8/8/8/PPPPPPPP/NBRKBRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8878 ;D4 196033
nrkbbrnq/pppppppp/8/8/8/8/PPPPPPPP/NRKBBRNQ w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7733 ;D4 164288
nrkrbbnq/pppppppp/8/8/8/8/PPPPPPPP/NRKRBBNQ w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7693 ;D4 162475
nrkrbnqb/pppppppp/8/8/8/8/PPPPPPPP/NRKRBNQB w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7744 ;D4 164812
nbrkrnbq/pppppppp/8/8/8/8/PPPPPPPP/NBRKRNBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8888 ;D4 196490
nrkbrnbq/pppppppp/8/8/8/8/PPPPPPPP/NRKBRNBQ w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7744 ;D4 164594
nrkrnbbq/pppppppp/8/8/8/8/PPPPPPPP/NRKRNBBQ w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7761 ;D4 165206
nrkrnqbb/pppppppp/8/8/8/8/PPPPPPPP/NRKRNQBB w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7799 ;D4 166993
bbqrnnkr/pppppppp/8/8/8/8/PPPPPPPP/BBQRNNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9024 ;D4 202018
bqrbnnkr/pppppppp/8/8/8/8/PPPPPPPP/BQRBNNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8986 ;D4 200181
bqrnnbkr/pppppppp/8/8/8/8/PPPPPPPP/BQRNNBKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8966 ;D4 199135
bqrnnkrb/pppppppp/8/8/8/8/PPPPPPPP/BQRNNKRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10257 ;D4 236921
qbbrnnkr/pppppppp/8/8/8/8/PPPPPPPP/QBBRNNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9024 ;D4 201145
qrbbnnkr/pppppppp/8/8/8/8/PPPPPPPP/QRBBNNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8996 ;D4 200778
qrbnnbkr/pppppppp/8/8/8/8/PPPPPPPP/QRBNNBKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8934 ;D4 197897
qrbnnkrb/pppppppp/8/8/8/8/PPPPPPPP/QRBNNKRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10219 ;D4 235041
qbrnbnkr/pppppppp/8/8/8/8/PPPPPPPP/QBRNBNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8988 ;D4 199534
qrnbbnkr/pppppppp/8/8/8/8/PPPPPPPP/QRNBBNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9020 ;D4 201878
qrnnbbkr/pppppppp/8/8/8/8/PPPPPPPP/QRNNBBKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 198986
qrnnbkrb/pppppppp/8/8/8/8/PPPPPPPP/QRNNBKRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10202 ;D4 234327
qbrnnkbr/pppppppp/8/8/8/8/PPPPPPPP/QBRNNKBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 200996
qrnbnkbr/pppppppp/8/8/8/8/PPPPPPPP/QRNBNKBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8950 ;D4 198623
qrnnkbbr/pppppppp/8/8/8/8/PPPPPPPP/QRNNKBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8994 ;D4 201373
qrnnkrbb/pppppppp/8/8/8/8/PPPPPPPP/QRNNKRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 199491
bbrqnnkr/pppppppp/8/8/8/8/PPPPPPPP/BBRQNNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9026 ;D4 202125
brqbnnkr/pppppppp/8/8/8/8/PPPPPPPP/BRQBNNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8996 ;D4 201649
brqnnbkr/pppppppp/8/8/8/8/PPPPPPPP/BRQNNBKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8974 ;D4 200545
brqnnkrb/pppppppp/8/8/8/8/PPPPPPPP/BRQNNKRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10261 ;D4 237184
rbbqnnkr/pppppppp/8/8/8/8/PPPPPPPP/RBBQNNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9072 ;D4 204305
rqbbnnkr/pppppppp/8/8/8/8/PPPPPPPP/RQBBNNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 202357
rqbnnbkr/pppppppp/8/8/8/8/PPPPPPPP/RQBNNBKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 199487
rqbnnkrb/pppppppp/8/8/8/8/PPPPPPPP/RQBNNKRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10263 ;D4 237809
rbqnbnkr/pppppppp/8/8/8/8/PPPPPPPP/RBQNBNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 202519
rqnbbnkr/pppppppp/8/8/8/8/PPPPPPPP/RQNBBNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9054 ;D4 203404
rqnnbbkr/pppppppp/8/8/8/8/PPPPPPPP/RQNNBBKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8994 ;D4 200521
rqnnbkrb/pppppppp/8/8/8/8/PPPPPPPP/RQNNBKRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10244 ;D4 237035
rbqnnkbr/pppppppp/8/8/8/8/PPPPPPPP/RBQNNKBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9052 ;D4 203872
rqnbnkbr/pppppppp/8/8/8/8/PPPPPPPP/RQNBNKBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8992 ;D4 201369
rqnnkbbr/pppppppp/8/8/8/8/PPPPPPPP/RQNNKBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 202966
rqnnkrbb/pppppppp/8/8/8/8/PPPPPPPP/RQNNKRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8988 ;D4 201029
bbrnqnkr/pppppppp/8/8/8/8/PPPPPPPP/BBRNQNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9068 ;D4 204081
brnbqnkr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9060 ;D4 204629
brnqnbkr/pppppppp/8/8/8/8/PPPPPPPP/BRNQNBKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8996 ;D4 201554
brnqnkrb/pppppppp/8/8/8/8/PPPPPPPP/BRNQNKRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10286 ;D4 238578
rbbnqnkr/pppppppp/8/8/8/8/PPPPPPPP/RBBNQNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9072 ;D4 204378
rnbbqnkr/pppppppp/8/8/8/8/PPPPPPPP/RNBBQNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9044 ;D4 204061
rnbqnbkr/pppppppp/8/8/8/8/PPPPPPPP/RNBQNBKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8982 ;D4 201064
rnbqnkrb/pppppppp/8/8/8/8/PPPPPPPP/RNBQNKRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10269 ;D4 238350
rbnqbnkr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9054 ;D4 203551
rnqbbnkr/pppppppp/8/8/8/8/PPPPPPPP/RNQBBNKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9044 ;D4 204016
rnqnbbkr/pppppppp/8/8/8/8/PPPPPPPP/RNQNBBKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8982 ;D4 201084
rnqnbkrb/pppppppp/8/8/8/8/PPPPPPPP/RNQNBKRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10225 ;D4 236189
rbnqnkbr/pppppppp/8/8/8/8/PPPPPPPP/RBNQNKBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203232
rnqbnkbr/pppppppp/8/8/8/8/PPPPPPPP/RNQBNKBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9018 ;D4 202479
rnqnkbbr/pppppppp/8/8/8/8/PPPPPPPP/RNQNKBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202517
rnqnkrbb/pppppppp/8/8/8/8/PPPPPPPP/RNQNKRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 200497
bbrnnqkr/pppppppp/8/8/8/8/PPPPPPPP/BBRNNQKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201074
brnbnqkr/pppppppp/8/8/8/8/PPPPPPPP/BRNBNQKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199755
brnnqbkr/pppppppp/8/8/8/8/PPPPPPPP/BRNNQBKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201714
brnnqkrb/pppppppp/8/8/8/8/PPPPPPPP/BRNNQKRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10244 ;D4 236473
rbbnnqkr/pppppppp/8/8/8/8/PPPPPPPP/RBBNNQKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 201426
rnbbnqkr/pppppppp/8/8/8/8/PPPPPPPP/RNBBNQKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8982 ;D4 201064
rnbnqbkr/pppppppp/8/8/8/8/PPPPPPPP/RNBNQBKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8942 ;D4 199341
rnbnqkrb/pppppppp/8/8/8/8/PPPPPPPP/RNBNQKRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10183 ;D4 234256
rbnnbqkr/pppppppp/8/8/8/8/PPPPPPPP/RBNNBQKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8954 ;D4 198879
rnnbbqkr/pppppppp/8/8/8/8/PPPPPPPP/RNNBBQKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8924 ;D4 198540
rnnqbbkr/pppppppp/8/8/8/8/PPPPPPPP/RNNQBBKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8964 ;D4 200328
rnnqbkrb/pppppppp/8/8/8/8/PPPPPPPP/RNNQBKRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10208 ;D4 235643
rbnnqkbr/pppppppp/8/8/8/8/PPPPPPPP/RBNNQKBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8992 ;D4 201321
rnnbqkbr/pppppppp/8/8/8/8/PPPPPPPP/RNNBQKBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8918 ;D4 198163
rnnqkbbr/pppppppp/8/8/8/8/PPPPPPPP/RNNQKBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199650
rnnqkrbb/pppppppp/8/8/8/8/PPPPPPPP/RNNQKRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8914 ;D4 197692
bbrnnkqr/pppppppp/8/8/8/8/PPPPPPPP/BBRNNKQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201175
brnbnkqr/pppppppp/8/8/8/8/PPPPPPPP/BRNBNKQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8950 ;D4 198812
brnnkbqr/pppppppp/8/8/8/8/PPPPPPPP/BRNNKBQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8994 ;D4 201443
brnnkqrb/pppppppp/8/8/8/8/PPPPPPPP/BRNNKQRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199796
rbbnnkqr/pppppppp/8/8/8/8/PPPPPPPP/RBBNNKQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 202072
rnbbnkqr/pppppppp/8/8/8/8/PPPPPPPP/RNBBNKQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8978 ;D4 200691
rnbnkbqr/pppppppp/8/8/8/8/PPPPPPPP/RNBNKBQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198933
rnbnkqrb/pppppppp/8/8/8/8/PPPPPPPP/RNBNKQRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 197041
rbnnbkqr/pppppppp/8/8/8/8/PPPPPPPP/RBNNBKQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 199524
rnnbbkqr/pppppppp/8/8/8/8/PPPPPPPP/RNNBBKQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8918 ;D4 198166
rnnkbbqr/pppppppp/8/8/8/8/PPPPPPPP/RNNKBBQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199682
rnnkbqrb/pppppppp/8/8/8/8/PPPPPPPP/RNNKBQRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8920 ;D4 198102
rbnnkqbr/pppppppp/8/8/8/8/PPPPPPPP/RBNNKQBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8990 ;D4 201166
rnnbkqbr/pppppppp/8/8/8/8/PPPPPPPP/RNNBKQBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8916 ;D4 197867
rnnkqbbr/pppppppp/8/8/8/8/PPPPPPPP/RNNKQBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199685
rnnkqrbb/pppppppp/8/8/8/8/PPPPPPPP/RNNKQRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8914 ;D4 197708
bbrnnkrq/pppppppp/8/8/8/8/PPPPPPPP/BBRNNKRQ w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10257 ;D4 236970
brnbnkrq/pppppppp/8/8/8/8/PPPPPPPP/BRNBNKRQ w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10202 ;D4 234695
brnnkbrq/pppppppp/8/8/8/8/PPPPPPPP/BRNNKBRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199790
brnnkrqb/pppppppp/8/8/8/8/PPPPPPPP/BRNNKRQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 199556
rbbnnkrq/pppppppp/8/8/8/8/PPPPPPPP/RBBNNKRQ w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10263 ;D4 237852
rnbbnkrq/pppppppp/8/8/8/8/PPPPPPPP/RNBBNKRQ w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10227 ;D4 236410
rnbnkbrq/pppppppp/8/8/8/8/PPPPPPPP/RNBNKBRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 197033
rnbnkrqb/pppppppp/8/8/8/8/PPPPPPPP/RNBNKRQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8892 ;D4 196941
rbnnbkrq/pppppppp/8/8/8/8/PPPPPPPP/RBNNBKRQ w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10202 ;D4 235134
rnnbbkrq/pppppppp/8/8/8/8/PPPPPPPP/RNNBBKRQ w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10166 ;D4 233713
rnnkbbrq/pppppppp/8/8/8/8/PPPPPPPP/RNNKBBRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8920 ;D4 198044
rnnkbrqb/pppppppp/8/8/8/8/PPPPPPPP/RNNKBRQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8914 ;D4 197705
rbnnkrbq/pppppppp/8/8/8/8/PPPPPPPP/RBNNKRBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8948 ;D4 199225
rnnbkrbq/pppppppp/8/8/8/8/PPPPPPPP/RNNBKRBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8874 ;D4 195924
rnnkrbbq/pppppppp/8/8/8/8/PPPPPPPP/RNNKRBBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8912 ;D4 197793
rnnkrqbb/pppppppp/8/8/8/8/PPPPPPPP/RNNKRQBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8912 ;D4 197845
bbqrnknr/pppppppp/8/8/8/8/PPPPPPPP/BBQRNKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9008 ;D4 201336
bqrbnknr/pppppppp/8/8/8/8/PPPPPPPP/BQRBNKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8970 ;D4 199812
bqrnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BQRNKBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 202232
bqrnknrb/pppppppp/8/8/8/8/PPPPPPPP/BQRNKNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9072 ;D4 204812
qbbrnknr/pppppppp/8/8/8/8/PPPPPPPP/QBBRNKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9008 ;D4 201182
qrbbnknr/pppppppp/8/8/8/8/PPPPPPPP/QRBBNKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8974 ;D4 199762
qrbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/QRBNKBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8938 ;D4 198918
qrbnknrb/pppppppp/8/8/8/8/PPPPPPPP/QRBNKNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201642
qbrnbknr/pppppppp/8/8/8/8/PPPPPPPP/QBRNBKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 201382
qrnbbknr/pppppppp/8/8/8/8/PPPPPPPP/QRNBBKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 200884
qrnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QRNKBBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9000 ;D4 201571
qrnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9022 ;D4 202547
qbrnknbr/pppppppp/8/8/8/8/PPPPPPPP/QBRNKNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 202936
qrnbknbr/pppppppp/8/8/8/8/PPPPPPPP/QRNBKNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200447
qrnknbbr/pppppppp/8/8/8/8/PPPPPPPP/QRNKNBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203047
qrnknrbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKNRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 202991
bbrqnknr/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9010 ;D4 201659
brqbnknr/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8974 ;D4 199922
brqnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8978 ;D4 200767
brqnknrb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9038 ;D4 203488
